State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
BAYELSA,SAGBAMA,6060177,"COMMUNITY SECONDARY SCHOOL EBEDEBIRI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081324,"COMMUNITY SECONDARY SCHOOL EGBEBIRI BISENI .","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,ISHIELU,11080230,"Community Secondary school Eguho   Inyaba ","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010129,"COMMUNITY SECONDARY SCHOOL EGWEAMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OFU,22141023,"COMMUNITY SECONDARY SCHOOL EJULE","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NSUKKA,14130536,"COMMUNITY SECONDARY SCHOOL EJUONA OBUKPA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,NEMBE,6040133,"COMMUNITY SECONDARY SCHOOL EKPERIAMA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050216,"COMMUNITY SECONDARY SCHOOL EMAKALAKALA","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030965,"COMMUNITY SECONDARY SCHOOL EMEKUTU","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,DEKINA,22050493,"COMMUNITY SECONDARY SCHOOL EMEWE-EFOPA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070348,"COMMUNITY SECONDARY SCHOOL ENIWARI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,NEMBE,6040117,"COMMUNITY SECONDARY SCHOOL EWELESUO","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050217,"COMMUNITY SECONDARY SCHOOL EWOI","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDI,14160370,"COMMUNITY SECONDARY SCHOOL EZI- NZE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDENU,14150283,"COMMUNITY SECONDARY SCHOOL EZIMO UNO UDENU","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081325,"COMMUNITY SECONDARY SCHOOL FAMGBE .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,NEMBE,6040131,"COMMUNITY SECONDARY SCHOOL FANTUO .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,BRASS,6010130,"COMMUNITY SECONDARY SCHOOL FISHTOWN AKASSA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,EKEREMOR,6020192,"COMMUNITY SECONDARY SCHOOL FOUTORUGBENE .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,BOGORO,1050340004,"COMMUNITY SECONDARY SCHOOL GOBBIYA","Senior Secondary",PRIVATE,PRIVATE
"ENUGU ",NSUKKA,14130564,"COMMUNITY SECONDARY SCHOOL IBAGWA ANI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050218,"COMMUNITY SECONDARY SCHOOL IDEMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,"YAGBA EAST",22200348,"Community secondary school Igbo ero","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030966,"COMMUNITY SECONDARY SCHOOL IKANEKPO","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,YENAGOA,6081326,"COMMUNITY SECONDARY SCHOOL IKARAMA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070349,"COMMUNITY SECONDARY SCHOOL IKIENGHENBIRI","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,YENAGOA,6082198,"COMMUNITY SECONDARY SCHOOL IKOLO","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,KABBA/BUNU,22100433,"COMMUNITY SECONDARY SCHOOL ILLAH-BUNU","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",ENUGU-NORTH,14040356,"COMMUNITY SECONDARY SCHOOL IVA-VALLEY, ENUGU","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,DEKINA,22050488,"COMMUNITY SECONDARY SCHOOL IYALE","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020193,"COMMUNITY SECONDARY SCHOOL IZON DODO BILABIRI, .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060178,"COMMUNITY SECONDARY SCHOOL KABEAMA .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,BASSA,22040179,"COMMUNITY SECONDARY SCHOOL KOJI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050219,"COMMUNITY SECONDARY SCHOOL KOLO .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NSUKKA,14130538,"COMMUNITY SECONDARY SCHOOL LEJJA, NSUKKA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,TORO,1051840037,"COMMUNITY SECONDARY SCHOOL MAGAMA GUMAU","Senior Secondary",PRIVATE,PRIVATE
"ENUGU ",ISI-UZO,14100203,"COMMUNITY SECONDARY SCHOOL MBU","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,ABAKALIKI,11010360,"COMMUNITY SECONDARY SCHOOL NDIEBOR AMACHI","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,IZZI,11100311,"COMMUNITY SECONDARY SCHOOL NDIOBOVU NDIEZE-ECHI ","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,ABAKALIKI,11010357,"COMMUNITY SECONDARY SCHOOL NDIURUKU","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",UDI,14160371,"COMMUNITY SECONDARY SCHOOL NGWO UNO","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,ISHIELU,11080223,"Community Secondary School Nkalagu","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,ISHIELU,11080224,"Community Secondary School NKALAHA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080397,"COMMUNITY SECONDARY SCHOOL NKPAMUTE ULO, ENUGU EZIKE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110165,"COMMUNITY SECONDARY SCHOOL NOMEH","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,IKWO,11070317,"Community Secondary School Noyo Alike Ikwo","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,OFU,22141024,"COMMUNITY SECONDARY SCHOOL OBAGWU","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-SOUTH,14050426,"COMMUNITY SECONDARY SCHOOL OBEAGU AWKUNANAW","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020194,"COMMUNITY SECONDARY SCHOOL OBRIGBENE .","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-WEST,14120227,"COMMUNITY SECONDARY SCHOOL OBUOFFIA AWKUNANAW","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OFU,22141025,"COMMUNITY SECONDARY SCHOOL OCHADAMU","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010125,"COMMUNITY SECONDARY SCHOOL ODIO- AMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,KABBA/BUNU,22100434,"COMMUNITY SECONDARY SCHOOL ODO APE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OFU,22141026,"COMMUNITY SECONDARY SCHOOL OFAKAGA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060179,"COMMUNITY SECONDARY SCHOOL OFONI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060180,"COMMUNITY SECONDARY SCHOOL OGBONUAMA/SAGBAMA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020195,"COMMUNITY SECONDARY SCHOOL OGBOSUWARE .","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,IJUMU,22090403,"COMMUNITY SECONDARY SCHOOL OGIDI-IJUMU","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,ANKPA,22030968,"COMMUNITY SECONDARY SCHOOL OGODO","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",UZO-UWANI,14170175,"COMMUNITY SECONDARY SCHOOL OJJOR","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030275,"COMMUNITY SECONDARY SCHOOL OKABA","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030276,"COMMUNITY SECONDARY SCHOOL OKENYI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050220,"COMMUNITY SECONDARY SCHOOL OKIKI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050221,"COMMUNITY SECONDARY SCHOOL OKODI .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,KOGI,22110420,"COMMUNITY SECONDARY SCHOOL OKOFI","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,KOLOKUMA/OPOKUMA,6030128,"COMMUNITY SECONDARY SCHOOL OKOLOBA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081328,"COMMUNITY SECONDARY SCHOOL OKORDIA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,NEMBE,6040119,"COMMUNITY SECONDARY SCHOOL OKOROBA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,NEMBE,6040120,"COMMUNITY SECONDARY SCHOOL OKOROMA .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NSUKKA,14130565,"COMMUNITY SECONDARY SCHOOL OKPUJE","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SAGBAMA,6060181,"COMMUNITY SECONDARY SCHOOL OKUMBIRI .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,DEKINA,22050491,"COMMUNITY SECONDARY SCHOOL OKURA OLAFIA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081329,"COMMUNITY SECONDARY SCHOOL OKUTUKUTU/ETEGWE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OMALA,22190402,"COMMUNITY SECONDARY SCHOOL OLLA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050222,"COMMUNITY SECONDARY SCHOOL OLOGI","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,DEKINA,22050500,"COMMUNITY SECONDARY SCHOOL OLOWA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070264,"COMMUNITY SECONDARY SCHOOL OLUGBOBIRI","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070350,"COMMUNITY SECONDARY SCHOOL ONDEWARI","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OFU,22141027,"COMMUNITY SECONDARY SCHOOL ONICHA IGO","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050268,"COMMUNITY SECONDARY SCHOOL ONUEBUM .","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,ISHIELU,11080222,"Community Secondary School Onunweke Inyaba","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070351,"COMMUNITY SECONDARY SCHOOL ONYOMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050224,"COMMUNITY SECONDARY SCHOOL ORUMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SAGBAMA,6060212,"COMMUNITY SECONDARY SCHOOL OSSIAMA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050225,"COMMUNITY SECONDARY SCHOOL OTABULA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050226,"COMMUNITY SECONDARY SCHOOL OTUABAGI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070352,"COMMUNITY SECONDARY SCHOOL OTUAN .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050227,"COMMUNITY SECONDARY SCHOOL OTUASEGA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050228,"COMMUNITY SECONDARY SCHOOL OTUEDU .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050229,"COMMUNITY SECONDARY SCHOOL OTUEGWE I .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050230,"COMMUNITY SECONDARY SCHOOL OTUOBHI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050231,"COMMUNITY SECONDARY SCHOOL OTUOGIDI .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,OGBIA,6050232,"COMMUNITY SECONDARY SCHOOL OTUOGORI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050233,"COMMUNITY SECONDARY SCHOOL OTUOKE/OTUABA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,OGBIA,6050234,"COMMUNITY SECONDARY SCHOOL OTUOKPOTI .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081330,"COMMUNITY SECONDARY SCHOOL POLAKU .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070353,"COMMUNITY SECONDARY SCHOOL POLO-BUBOU .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,TORO,1051840081,"COMMUNITY SECONDARY SCHOOL RISHI","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,KOLOKUMA/OPOKUMA,6030129,"COMMUNITY SECONDARY SCHOOL SABAGREIA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAUCHI,BOGORO,1050340025,"COMMUNITY SECONDARY SCHOOL SANG","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,BRASS,6010131,"COMMUNITY SECONDARY SCHOOL SANGANA .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,EKEREMOR,6020196,"COMMUNITY SECONDARY SCHOOL TORU-NDORO .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060183,"COMMUNITY SECONDARY SCHOOL TROFANI .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010132,"COMMUNITY SECONDARY SCHOOL TWON BRASS .","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,IGALAMELA/ODOLU,22080348,"COMMUNITY SECONDARY SCHOOL UGWAKA-OLLA","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,OFU,22141028,"COMMUNITY SECONDARY SCHOOL UGWOLAWO","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OFU,22141029,"COMMUNITY SECONDARY SCHOOL UMOMI","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NKANU-WEST,14120228,"COMMUNITY SECONDARY SCHOOL UMUEZE  AWKUNANAW ","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-NORTH,11050210,"COMMUNITY SECONDARY SCHOOL UMUEZEOKOHA ","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-NORTH,11050208,"COMMUNITY SECONDARY SCHOOL UMUOGHARA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081331,"COMMUNITY SECONDARY SCHOOL YENAKA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081332,"COMMUNITY SECONDARY SCHOOL YENEGWE EPIE .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081333,"COMMUNITY SECONDARY SCHOOL ZARAMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UZO-UWANI,14170164,"COMMUNITY SECONDARY SCHOOL, ABBI-UGBENE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030953,"COMMUNITY SECONDARY SCHOOL, ACHELE","Senior Secondary",PRIVATE,PRIVATE
KOGI,OLAMABORO,22180009,"COMMUNITY SECONDARY SCHOOL, ADEH","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SAGBAMA,6060184,"COMMUNITY SECONDARY SCHOOL, AGORO .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-NORTH,14080406,"COMMUNITY SECONDARY SCHOOL, AGUIBEJE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-ETITI,14070194,"COMMUNITY SECONDARY SCHOOL, AKU","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OLAMABORO,22180405,"COMMUNITY SECONDARY SCHOOL, ALAGALANI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020157,"COMMUNITY SECONDARY SCHOOL, ALEIBIRI .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NSUKKA,14130539,"COMMUNITY SECONDARY SCHOOL, ALOR UNO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080407,"COMMUNITY SECONDARY SCHOOL, AMACHALA","Senior Secondary",PUBLIC,"JSS AND SSS"
Ebonyi,EZZA-SOUTH,11060164,"Community Secondary School, Amana","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070354,"COMMUNITY SECONDARY SCHOOL, AMASSOMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDI,14160362,"COMMUNITY SECONDARY SCHOOL, AMOKWU AFFA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-NORTH,14080408,"COMMUNITY SECONDARY SCHOOL, AMUFIE UMUITODO","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020197,"COMMUNITY SECONDARY SCHOOL, ANGALAWEI-GBENE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,OLAMABORO,22180974,"COMMUNITY SECONDARY SCHOOL, ANYIGBA OGUGU","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","ONA-ARA                       ",1312630004,"COMMUNITY SECONDARY SCHOOL, ARAROMI, APERIN                                                         ","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","SAKI WEST                     ",1313230007,"COMMUNITY SECONDARY SCHOOL, ARMY BARRACKS                                                           ","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,IFE-NORTH,29150037S,"COMMUNITY SECONDARY SCHOOL, ASIPA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDI,14160363,"COMMUNITY SECONDARY SCHOOL, AWHUM","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","IDO                           ",1311430005,"COMMUNITY SECONDARY SCHOOL, AWOTAN ORISUN                                                           ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ONA-ARA                       ",1312630005,"COMMUNITY SECONDARY SCHOOL, BADEKU                                                                  ","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NSUKKA,14130541,"COMMUNITY SECONDARY SCHOOL, EDE OBALLA ","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,BASSA,22040181,"COMMUNITY SECONDARY SCHOOL, EFFIN","Senior Secondary",PUBLIC,"SSS ONLY"
KOGI,DEKINA,22050494,"COMMUNITY SECONDARY SCHOOL, EGUME","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ISI-UZO,14100204,"COMMUNITY SECONDARY SCHOOL, EHA-OHUALA","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070355,"COMMUNITY SECONDARY SCHOOL, EKENI .","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SOUTHERN-IJAW,6070356,"COMMUNITY SECONDARY SCHOOL, EKOWE .","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,AJAOKUTA,22020934,"Community Secondary School, Emiworo. ","Senior Secondary",PRIVATE,PRIVATE
Ebonyi,Izzi,11100348,"Community Secondary School, Enyigwe","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NSUKKA,14130543,"COMMUNITY SECONDARY SCHOOL, EZEBUNAGU","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070357,"COMMUNITY SECONDARY SCHOOL, GBANRAUN .","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ONA-ARA                       ",1312630006,"COMMUNITY SECONDARY SCHOOL, GBEDUN                                                                  ","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,KOGI,22110421,"COMMUNITY SECONDARY SCHOOL, GEGU-BEKI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070358,"COMMUNITY SECONDARY SCHOOL, IGBOMOTORU .","Senior Secondary",PUBLIC,"SSS ONLY"
Ebonyi,Ikwo,11070248,"Community secondary school, Igweledoha Amagu Ikwo & ","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",AWGU,14020227,"COMMUNITY SECONDARY SCHOOL, IHE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-EZE-SOUTH,14090157,"COMMUNITY SECONDARY SCHOOL, IHUNOWERRE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NKANU-EAST,14110167,"COMMUNITY SECONDARY SCHOOL, IHUOKPARA","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ATIBA                         ",1310330003,"COMMUNITY SECONDARY SCHOOL, IJAWAYA ASIPA ,OYO                                                      ","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDENU,14150271,"COMMUNITY SECONDARY SCHOOL, IMILIKE-ULO","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-NORTH,14080409,"COMMUNITY SECONDARY SCHOOL, IMUFU","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,EZZA-NORTH,11050227,"Community Secondary School, Inyere","Senior Secondary",PUBLIC,"SSS ONLY"
EKITI,"IJERO ",EK13130149,"COMMUNITY SECONDARY SCHOOL, IPOTI.","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020198,"COMMUNITY SECONDARY SCHOOL, ISAMPOU .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",OJI-RIVER,14140204,"COMMUNITY SECONDARY SCHOOL, ISIAMA AWLAW","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ISI-UZO,14100206,"COMMUNITY SECONDARY SCHOOL, ISIOROTO IKEM","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,SAGBAMA,6060185,"COMMUNITY SECONDARY SCHOOL, ISONI .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-SOUTH,14090158,"COMMUNITY SECONDARY SCHOOL, ITCHI","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","AKINYELE                      ",1310230017,"COMMUNITY SECONDARY SCHOOL, IWOKOTO                                                                 ","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","AKINYELE                      ",1310230018,"COMMUNITY SECONDARY SCHOOL, IYANA IDI-OSE                                                           ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","AFIJIO                        ",1310130016,"COMMUNITY SECONDARY SCHOOL, JOBELE                                                                  ","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070360,"COMMUNITY SECONDARY SCHOOL, KEME EBIAMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,SOUTHERN-IJAW,6070361,"COMMUNITY SECONDARY SCHOOL, KOLUAMA 1.","Senior Secondary",PUBLIC,"SSS ONLY"
BAYELSA,YENAGOA,6081334,"COMMUNITY SECONDARY SCHOOL, KPANSIA-EPIE .","Senior Secondary",PUBLIC,"JSS AND SSS"
KWARA,PATIGI,2416010140,"COMMUNITY SECONDARY SCHOOL, LADE","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020208,"COMMUNITY SECONDARY SCHOOL, LALAGBENE","Senior Secondary",PUBLIC,"JSS AND SSS"
PLATEAU,KANKE,31080247,"community secondary School, lerpye","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,BRASS,6010133,"COMMUNITY SECONDARY SCHOOL, LIAMA .","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,BRASS,6010126,"COMMUNITY SECONDARY SCHOOL, MINIBIE .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",ENUGU-SOUTH,14050430,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ISI-UZO,14100207,"COMMUNITY SECONDARY SCHOOL, NEKE","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",UDI,14160364,"COMMUNITY SECONDARY SCHOOL, NGWO UNO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UZO-UWANI,14170165,"COMMUNITY SECONDARY SCHOOL, NIMBO","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",IGBO-EZE-SOUTH,14090159,"COMMUNITY SECONDARY SCHOOL, NKALAGU OBUKPA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,EKEREMOR,6020199,"COMMUNITY SECONDARY SCHOOL, NORGBENE .","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",NSUKKA,14130544,"COMMUNITY SECONDARY SCHOOL, NRU NSUKKA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",UDI,14160365,"COMMUNITY SECONDARY SCHOOL, NSUDE","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,IZZI,11100303,"COMMUNITY SECONDARY SCHOOL, NWOFE AGBAJA ","Senior Secondary",PUBLIC,"SSS ONLY"
"ENUGU ",UDENU,14150275,"COMMUNITY SECONDARY SCHOOL, OBOLLO EKE","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",NSUKKA,14130545,"COMMUNITY SECONDARY SCHOOL, OBUKPA","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030947,"COMMUNITY SECONDARY SCHOOL, OCHI-ATTA","Senior Secondary",PRIVATE,PRIVATE
EBONYI,IKWO,11070113,"COMMUNITY SECONDARY SCHOOL, OFENAKPA INYIMAGU","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,IGALAMELA/ODOLU,22080929,"COMMUNITY SECONDARY SCHOOL, OFULOKO","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,SOUTHERN-IJAW,6070362,"COMMUNITY SECONDARY SCHOOL, OGBOINBIRI .","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","EGBEDA                        ",1310530027,"COMMUNITY SECONDARY SCHOOL, OGUNGBADE                                                               ","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",IGBO-ETITI,14070195,"COMMUNITY SECONDARY SCHOOL, OHEBE-DIM","Senior Secondary",PUBLIC,"JSS AND SSS"
