State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
OGUN,OBAFEMI-OWODE,27131721,"JISAK GENIUS SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32152146,"JISS PRINCETON ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
ADAMAWA,JADA,2080110,"JISS/JASS KOJOLI","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,ETCHE,32110574,"JITA   BRAIN   INTERNATIONAL   SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,BIDA,26030116,"JIWO ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060094,"JIWO ACADEMY MINNA","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,UKWA-WEST,1140069,"JJ ABLE CHILD MODEL SCHOOL,OBEHIE ASA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24036749,"JJUPEROS COVENANT HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090798,"JO BRIGHT SECONDARY SCHOOL EPUTU","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,AMUWO-ODOFIN,24040662,"JO-ALPHA SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,OBAFEMI-OWODE,27130403,"JOA HAVILAH COLLEGE, ONIKOLOBO ABEOKUTA","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090155,"JOAK PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UDU,10180257,"JOAN ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
BAYELSA,YENEGOA,6080401,"JOAN REDEEM ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24031117,"JOAN-ISRAEL SCHOOL, BLOCK 56, PLOT 1353, OFF ALUKO AKINGBADE STREET, ABORU","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,GBONYIN,13070057,"JOBA BEG INTERNATIONAL GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24130846,"JOBAM TUTORIAL CENTRE/ COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037733,"JOBETH Group of SCHOOLS COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031900,"JOCABOL MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,AGAIE,26010225,"JOCIS SCOUNDRY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,EGOR,12020179,"JOCKSONVILLE ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,ADO-EKITI,13011262,"JOCLEB COLLEGE (JSS)","Junior Secondary",PRIVATE,"JSS ONLY"
KEBBI,BIRNIN-KEBBI,21060185,"JODA INTERNATIONL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IFELODUN,29140117,"JODAB COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37063009,"JODABS INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,BOKKOS,31030428,"JODAM ACADEMY KUBA","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IZZI,11100378,"JODAN COMPREHENSIVE SECONDARY SCHOOL AGBENYIM","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24036747,"JODAS PROGRESSIVE NURSERY AND P[RIMARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,SAGAMU,27181340,"JODAT MODEL COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OYIGBO,32210340,"JODAVE ROYAL ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24038885,"JODEX PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32150769,"JOE HYBRID ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KEFFI,25060320,"JOEANZA ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,SURULERE,24200884,"JOECABRA JUNIOR AND SENIOR SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,EPE,24070408,"JOECHRIS COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ETI-OSA,24080569,"JOEF DYNAMIC COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,AGEGE,24010912,"JOEF DYNAMIC COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,AKPABUYO,9030066,"JOEFEL INTELLECT HIGH SCHOOL, EKPENE TETE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24120588,"JOEFIELD SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OJO,24173109,"JOEFRANC SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,"ILORIN WEST",23080658,"JOEL BEST LEGACY","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32153171,"JOEMON INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,MUSHIN,24160177,"JOEN COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,MUSHIN,24160626,"JOEN COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,UZO-UWANI,14170080,"JOEROSE COMM SECONDARY SCHOOL, OGBA NKPOLOGU","Junior Secondary",PUBLIC,"JSS AND SSS"
OGUN,SAGAMU,27181129,"JOESA COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,MAINLAND,24150029,"JOESAM KIDDIES NURSERY AND PRIMARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,BARUTEN,23020219,"JOESON EXCELLENCE JUNIOR SECONDARY SCHOOL, SHIYA","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,BARUTEN,23020220,"JOESON EXCELLENT COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IZZI,11100190,"JOESYL FOUNDATION SECONDARY SCHOOL NDIOGA AGBAJA","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OBIOMA-NGWA,1090498,"JOETECH CHRISTIAN SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ONDO-WEST,28160462,"JOEVIC COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,GWAGWALADA,37030126,"JOF GENIUSES ACADEMY (JSS)","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,AKURE-NORTH,28050144,"JOFAB COLLEGE ISINIGBO","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,LAFIA,25080223,"JOFAG INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,UMUAHIA-NORTH,1150346,"JOFAVOUR INTL ACADEMY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,NASARAWA,19310301,"JOFAY HIGH SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BIDA,26030119,"JOFEGAN INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,EDATI,26070065,"JOFEGAN INTERNATIONAL SCHOOL ENAGI","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24031118,"JOFEM GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,OLUYOLE,30250423,"JOFIA COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ELEME,32090254,"JOFIX SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ETI-OSA,24080713,"JOFRANCE MODEL SCHOOLS SECONDARY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,BADAGRY,24061351,"JOGI GREAT ERA SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,AKURE-SOUTH,28061256,"JOHN BECKY ACADEMY NURSERY AND PRIMARY SCHOOL, DANJUMA AKURE","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IZZI,11100191,"JOHN CALVIN COMPREHENSIVE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EBONYI,EBONYI,11040079,"JOHN CALVIN DIVINE SECONDARY SCHOOL AGALEGU ISHIEKE","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IZZI,11100430,"JOHN CALVIN SECONDARY SCHOOL, IGBUHU-OTUMA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24031119,"JOHN IDEAL ACADEMY COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,IZZI,11100194,"JOHN KALVIN SECONDARY SCHOOL, IZZI","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UGHELLI-NORTH,10190205,"JOHN KELLY SCHOOLS, AGBARHO","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,EGOR,12020180,"JOHN KELLY SECONDARY SCHOOL.","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,SURULERE,24200888,"JOHN KENNEDY INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
IMO,OWERRI-NORTH,16260325,"JOHN KENNEDY INTERNATIONAL SECONDARY  SCHOOL OBIBIEZENA","Junior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,IZZI,11100195,"JOHN KNOX CHRISTIAN SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,PANKSHIN,31130339,"JOHN KWASHI MEMORIAL ANGLICAN COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
EBONYI,OHAUKWU,11120189,"JOHN MARK INTERNATIONAL SECONDARY SCHOOL AMOFFIA","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,QUAANPAN,31140308,"JOHN MARREN MEMORIAL  SECONDARY SCHOOL  KWANDE ","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,OLORUNDA,29270234,"JOHN MC KAY ANGLICAN GRAMMAR SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,AYAMELUM,4070029,"JOHN ODENIGBO MEMORIAL SECONDARY SCHOOL OMASI AGU","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,BURUKU,7040306,"JOHN PILA SECONDARY ACADEMY,  KANSHIO","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,IKOM,9110136,"JOHN STILLEY SECONDARY SCHOOL VICTORIA VILLAGE","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,AGATU,7020179,"JOHN WESLEY COLLEGE, ICHOGOLUGWU","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,ABA-SOUTH,1020124,"JOHN WESLEY MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,YAKURR,9170096,"JOHNANCY MODEL SECONDARY SCHOOL,  EKORI","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,ENUGU-EAST,14030605,"JOHNBEST INTERNATIONAL COLLEGE ABAKPA NIKE","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,ANINRI,14010105,"JOHNBOSCO SECONDARY SCHOOL, EMUDO NENWE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24036746,"JOHNFORT SCHOOLS (COLLEGE)","Junior Secondary",PRIVATE,"JSS AND SSS"
AKWA-IBOM,ESSIEN-UDIM,3050166,"JOHNN MAURICE INTERNATIONAL SCHOOLS ","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,ETSAKO-CENTRAL,12070043,"JOHNNY HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24123747,"JOHNRAY GROUP OF SCHOOL IGBOGBO","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25040553,"JOHNSON INTERNATIONAL SCHOOLS, JANKAWA","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,BADAGRY,24061968,"JOHTECH COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,ADO-ODO/OTA,27031918,"JOHTECH SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UDU,10180123,"JOHVET SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,OSHIMILI-NORTH,10140415,"JOICE INTERNATIONAL SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ETI-OSA,24080699,"JOIFAM HALL SCH ","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,OJU,7170033,"JOIGRAMI ROYAL ACADEMY INTL ONYIKE IGEDE","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,AHOADA-WEST,32030060,"JOINKRAMA  GRAMMAR SCHOOL JOINKRAMA","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,IKORODU,24120590,"JOJEGS COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039101,"JOKE AYO COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,ADO-EKITI,13010315,"JOKOTAYO ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100354,"JOLA WISDOM STANDARD SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IFAKO-IJAIYE,24100379,"JOLABEL L INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IKORODU,24123018,"JOLABELL INTERNATIONAL  SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,IJERO,13090334,"JOLAD MODEL COLLEGE,  IJERO","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,KOSOFE,24130220,"JOLAR COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039000,"JOLAS PRIVATE SCHOOL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039152,"JOLAYEMI SKYLINE SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,SURULERE,24200486,"JOLIBUKS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,ODIGBO,28130145,"JOLICE MODEL SECONDARY SCHOOL ORE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OJO,24170639,"JOLLAT MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AJEROMI-IFELODUN,24021311,"JOMAB PREMIUM COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24033675,"JOMADE HUDIYAH SENIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,ODIGBO,28130830,"JOMAG COMPREHENSIVE COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AMUWO-ODOFIN,24040249,"JOMAL COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ETCHE,32110525,"JOMAS INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24131596,"JOMCHIN COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,UMUAHIA-NORTH,1150123,"JOMEG SECONDARY SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24038342,"JON BITRICE COOLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090159,"JONA - JOSH COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,OKPE,10130096,"JONAS ACADEMY NURSERY/PRIMARY SCHOOL, UGHONTON","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IKORODU,24123987,"JONAS HIGH SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
TARABA,"KARIM LAMIDO",34080130,"JONATHAN TIJO MEMORIAL COMMUNITY DAY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OBAFEMI-OWODE,27131935,"JONES EXCEL ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IKORODU,24123516,"JONESTHER SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039764,"JONI ANGEL JSS N0 3 ST PETERS ANGLICAN ST OPP ANGLICAN CHURCH OFF P LINE","Junior Secondary",PRIVATE,"JSS AND SSS"
SOKOTO,WAMAKKO,33210094,"JONIOUR SECONDARY SCHOOL GEDAWA","Junior Secondary",PUBLIC,"JSS ONLY"
BENUE,TARKA,7200025,"JONORTO MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25041411,"JONPAT ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,MUSHIN,24160628,"JONSOG COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,IFEDORE,28090227,"JOORO HIGH SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
KWARA,"ILORIN WEST",23080293,"JOORO JUNIOR SECONDARY SCHOOL, JOORO","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,ALIMOSHO,24036766,"JOPATHERA SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IFAKO-IJAIYE,24101482,"JORAM COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
BAYELSA,YENEGOA,6080406,"JORDAN ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IPOKIA,27120358,"JORDAN COMPREHENSIVE MODEL COLLEDGE","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,ADO-EKITI,13010318,"JORDAN ROSE INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-NORTH,18090511,"JORDAN SCIENCE ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,UDI,14160343,"JORDAN STAR INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,CALABAR-MUNICIPAL,9080341,"JORDAN THE SEED  SCHOOLS 21/23 IKOT EFFIONG NTA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037973,"JOSAB COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,IBADAN-NORTH,30060378,"JOSABIG HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25040555,"JOSAM ACADEMY, JANKAWA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,SURULERE,24200459,"JOSBEC JUNIOR COLLEGE, 48 owoseni street,  iKATE ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27050889,"JOSDAN SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,OGOJA,9160109,"JOSEDDY SECONDARY SCHOOL, ABAKPA","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,ENUGU-NORTH,14040270,"JOSEMARIA ACADEMY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020142,"JOSEPH - JORIN INTERNATIONAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KOGI,ANKPA,22030042,"JOSEPH AKAGWU MEMORIAL INTERNATIONAL SCHOOL,OJOGOBI","Junior Secondary",PRIVATE,"JSS AND SSS"
KOGI,ANKPA,22030342,"JOSEPH AKAGWU MEMORIAL INTERNATIONAL SECONDARY SCHOOL ANKPA ","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ILE-OLUJI-OKEIGBO,28110251,"JOSEPH TAYELOLU AKINTOMIDE MEMORIAL COLLEGE (JOTAMCO)","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,MAKURDI,7130260,"JOSEPHINE INTERNATIONAL SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,OGBARU,4160221,"JOSEPHINE ODUAH MEMORIAL SEC. SCHOOL  AKILI OZIZOR","Junior Secondary",PUBLIC,"JSS AND SSS"
LAGOS,ALIMOSHO,24037643,"Joshamma college","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24131897,"JOSHED HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OGBA-EGBEMA-NDONI,32160269,"JOSHIM GREATER ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25040557,"JOSIAH MEMORIAL PRIMARY SCHOOL, JANKAWA","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ORIADE,29280103,"JOSMAR INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,IKPOBA-OKHA,12110173,"JOSPAT GROUP OF SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,IKPOBA-OKHA,12110174,"JOSPAT GROUP OF SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,ADO-ODO/OTA,27031731,"JOSSAN COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IFAKO-IJAIYE,24100382,"JOSSIM COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,BADAGRY,24060439,"JOSSY ANNE MODEL COLLEGE, AJARA VETHO","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,BADAGRY,24061368,"JOSSY ANNE SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,BADAGRY,24061631,"JOSSY BRIGHT PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,EGOR,12020183,"JOSSY WISDOM SECONDARY SCHOOL.","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,SAGAMU,27181119,"JOSTEE TRIUMPHANT SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ETCHE,32110516,"JOSTEL PINNACLE EDUCATIONAL CENTER","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24031137,"JOSTIANA INTERNATIONAL SCHL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24033690,"JOSTIANA SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,BADAGRY,24061750,"JOTACK SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,MORO,23120152,"JOTFAM GREATER HEIGHTS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32152126,"JOTHAMVILLE ACADEMY EGBELU-OZODO","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,EKET,3030121,"JOTIMACK TECHNICAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UDU,10180125,"JOUFERT MODEL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24173241,"JOULINUS FRUITFUL ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,OBAFEMI-OWODE,27131533,"JOURNALIST ","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,UGWUNAGBO,1120072,"JOVAL INTERNATIONAL SECONDARY ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,SULEJA,26230252,"JOVICK ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
BAYELSA,YENEGOA,6080409,"JOVICTS GRACE MONTOSTATE SCHOOLORI  SECONDARY   SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,PANKSHIN,31130140,"JOWEN COMPREHENSIVE SECONDARY SCHOOL, MILE 8","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,IRELE,28120078,"JOWIRI COMMUNITY COMPREHENSIVE HIGH SCHOOL, AJAGBA","Junior Secondary",PUBLIC,"JSS AND SSS"
GOMBE,GOMBE,15060123,"JOY ACADEMY SECONDARY SCHOOL, GOMBE","Junior Secondary",PRIVATE,"JSS AND SSS"
TARABA,DONGA,34030341,"JOY AND MERCY ACADEMY TOR DAMISA","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,"IJEBU NORTH-EAST",27060059,"JOY AND PEACE OPABIYI ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32152926,"JOY CITADEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,OLUYOLE,30250684,"JOY COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IKORODU,24122987,"JOY COMETH COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ODIGBO,28130867,"JOY COMETH HIGH SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25040560,"JOY FOUNDATION ACADEMY, MARARABA","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,IGABI,18040114,"JOY GLORIOUS MISSIONARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KOGI,OKENE,22170058,"JOY HIGH SCHOOL OKENGWE","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,BARKIN-LADI,31010381,"JOY HIGH SCHOOL RATT P.O BOX 747, BUKURU ROAD","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,ITESIWAJU,30170125,"JOY MERCY BASIC SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IJEBU-NORTH,27080528,"JOY MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,ADO-ODO/OTA,27031744,"JOY OF PEACE  SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,EPE,24070437,"JOY OF THE WHOLE EARTH JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100508,"JOY SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,IKA-NORTH,10070188,"JOY SECONDARY SCHOOL, UMUNEDE","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,KWANDE,7110054,"JOY SECONDARY SCHOOL,ADIKPO","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,OKITIPUPA,28140104,"JOY SPRING INTERNATIONAL SECONDARY SCHOOL, ILUTITUN","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,OJU,7170035,"JOYAD HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24131896,"JOYADE SCHOOL (COLLEGE)","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039878,"JOYBRIDGE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,BADAGRY,24060429,"JOYCE ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
