State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
DELTA,UVWIE,10220002,"ABE I SEC SCH, ARUAKPA-UMAH","Junior Secondary",PUBLIC,"JSS ONLY"
OYO,OLUYOLE,30250114,"ABE TECH. SEC. SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
ONDO,ILAJE,28100402,"ABE-ALALA ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24131650,"ABEDNEGO COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,FUNTUA,20140260,"ABEE HURAIRA ACADEMY JUNIOR SECONDARY SCHOOLS ","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,VANDEIKYA,7230001,"ABEGE MEMORIAL SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ABEOKUTA-NORTH,27010565,"ABEOKUTA CAPITAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ABEOKUTA-SOUTH,27020003,"ABEOKUTA GIRLS GRAMMAR SCHOOL (PRIVATE)","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ABEOKUTA-SOUTH,27020469,"ABEOKUTA GIRLS GRAMMAR SCHOOL JUNIOR, ONIKOLOBO","Junior Secondary",PUBLIC,"JSS ONLY"
OGUN,ABEOKUTA-SOUTH,27020461,"ABEOKUTA GRAMMAR SCHOOL (JUNIOR), IDI ABA","Junior Secondary",PUBLIC,"JSS ONLY"
EDO,OVIA-SOUTH-WEST,12150001,"ABERE JUNIOR SECONDARY SCHOOL, EGBEMA","Junior Secondary",PUBLIC,"JSS AND SSS"
LAGOS,ALIMOSHO,24038285,"ABESAN COMPREHENSIVE JUNIOR COLLEGE","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,ALIMOSHO,24038327,"ABESAN JUNIOR HIGH SCHOOL, ABESAN ESTATE","Junior Secondary",PUBLIC,"JSS ONLY"
KADUNA,CHIKUN,18020808,"ABETAGE INTERNATIONAL SCHOOL MARABA RIDO","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IBEJU-LEKKI,24090649,"ABETH CARE INTERNATIONAL (JSS)","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,CHIKUN,18021006,"ABH SCHOOLS FOR SCIENCE AND TECHNICAL EDUCATION ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,MUSHIN,24161128,"ABI JUNIOR HIGHER SCHOOL, 48 ADESHINA STREET, ILUPEJU","Junior Secondary",PRIVATE,"JSS ONLY"
KEBBI,BIRNIN-KEBBI,21060004,"ABI PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OSISIOMA,1110457,"ABIA MODEL BASIC SCHOOL II","Junior Secondary",PUBLIC,"JSS AND SSS"
ABIA,OHAFIA,1100002,"ABIA OHAFIA COMMUNITY JSS, ABIA OHAFIA","Junior Secondary",PUBLIC,"JSS AND SSS"
ABIA,UMUAHIA-SOUTH,1160379,"ABIA STATE TECHNICAL AND SKILL ACQUISATION SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
AKWA-IBOM,OBOT-AKARA,3220001,"ABIAKPO COMMUNITY COMPREHENSIVE SECONDARY SCHOOL (GOVERNMENT JUNIOR SECONDARY SCHOOL), IKOT UKANA","Junior Secondary",PUBLIC,"JSS AND SSS"
ABIA,OBIOMA-NGWA,1090166,"ABIAMODELBASIC SCHOOL OSUSU AMAUKWA","Junior Secondary",PUBLIC,"JSS AND SSS"
FCT,MUNICIPAL,37062587,"ABIB INTERNATIONAL JSS","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24038281,"ABIDEL COMPREHENSIVE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037279,"ABIDEL JUNIOR/SENIOR SECONDARY SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,NSUKKA,14130002,"ABIDING GRACE COLLEGE NSUKKA","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039198,"ABIFID MONTESSORI COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037265,"ABIFLOKARS PRIVATE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OBAFEMI-OWODE,27130003,"ABIFLORENCE MEMORIAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IFEDAYO,29120001,"ABIGAIL INTERNATIONAL HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OGUN-WATER-SIDE,27160002,"ABIGI COMMUNITY GRAMMAR SCHOOL, ABIGI","Junior Secondary",PUBLIC,"JSS AND SSS"
KADUNA,CHIKUN,18020899,"ABIK MODEL SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,LAGELU,30200109,"ABIKE COLLEGE                                                                                       ","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IFE-EAST,29130004,"ABIKE OBAWOLE GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,BADAGRY,24060005,"ABIKEMS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AGEGE,24010009,"ABIKS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,ONA-ARA,30260128,"ABIMBOLA EXCEL G SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IWO,29230011,"ABIMOTA INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,OYO-EAST,30290030,"ABIODUN ATIBA MEM. INST.","Junior Secondary",PUBLIC,"JSS ONLY"
ONDO,ILAJE,28100002,"ABIODUN PACESETTERS COLLEGE IGBOKODA","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,ISOKO-SOUTH,10100002,"ABIOGU GRAM SCH, EWHOKPAKA","Junior Secondary",PUBLIC,"JSS AND SSS"
OGUN,IFO,27051430,"ABIOLA AINA COMPREHENSIVE COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,SAGAMU,27180008,"ABIOLA FOUNDATION COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,IREPODUN,23090008,"ABIOLA STANDARD COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24038831,"ABIOLU JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037755,"ABIRONA HERITAGE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,OSE,28170002,"ABIVIC COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,AKOKO-SOUTH-WEST,28040004,"ABIVIC COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24038621,"ABJ SCHOOLS JSS","Junior Secondary",PRIVATE,"JSS AND SSS"
GOMBE,AKKO,15010777,"ABLAZE MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,ONA-ARA,30260585,"ABLE CONCEPT COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,OSISIOMA,1111089,"ABLE GOD INTERNATIONAL  SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,YEWA-SOUTH,27200003,"ABLE GOD INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039377,"ABLE GOD SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25041773,"ABLE KIDS MONTESSORI ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32152865,"ABLE LINCH ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,IBARAPA-NORTH,30130083,"ABLE ROYAL COLLEGE, TAPA","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,ABA-SOUTH,1020292,"ABLEWAY INTL XTIAN SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100597,"ABM MEMORIAL ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,LAFIA,25080003,"ABMI-EWU COMPREHENSIVE ACADEMY, AKUN-WATA","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,LAFIA,25080822,"ABMI-EWU COMPREHENSIVE SECONDARY SCHOOL AKUNWA ATA","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,DALA,19070007,"ABNAUL ISLAM SECONDARY  YAR KWADI","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,APA,7030001,"ABO MEMORIAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IJEBU-NORTH,27080503,"ABOBI COMPREHENSIVE HIGH SCHOOL (JUNIOR)","Junior Secondary",PUBLIC,"JSS ONLY"
BENUE,MAKURDI,7130726,"ABOCOM STAR ACADEMY, KANSHIO MAKURDI (JSS)","Junior Secondary",PRIVATE,"JSS ONLY"
BORNO,BIU,8050159,"ABOGO LAGERMA MILLITARY CONTIONMENT  NURSERY, PRIMARY AND SECONDARY SCHOOL.  BIU","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,ANIOCHA-SOUTH,10020002,"ABOH OGWASHI MIXED SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
DELTA,NDOKWA-EAST,10110004,"ABOH SEC SCH, ABOH","Junior Secondary",PUBLIC,"JSS AND SSS"
TARABA,WUKARI,34140007,"ABOKINSARKI ISLAMIYYA SCHOOL, WUKARI","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,IFEDAYO,29120003,"ABOLARIN COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,ONA-ARA,30260103,"ABONDE COMMUNITY JUNIOR G/S","Junior Secondary",PUBLIC,"JSS ONLY"
RIVERS,AKUKU-TORU,32040001,"ABONNEMA GIRLS  SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
ENUGU,UDI,14160002,"ABOR TECHNICAL COLLEGE, ABOR","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,GWALE,19180973,"ABOUL-ABBAS FAMOUS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
BENUE,BURUKU,7040001,"ABOVE ACADEMY AKO TOMBO","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24038956,"ABOVE ALL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24037000,"ABOVE ALL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,ANAMBRA-EAST,4020189,"ABOVE ALL INTERNATIONAL SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,ANAMBRA-EAST,4020191,"ABOVE ALL INTERNATIONAL SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OBAFEMI-OWODE,27130957,"ABOVE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24037627,"ABRACE ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ILA,29170196,"ABRAHAM ADEOYE MEMORIAL KIDVAC HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OSHODI-ISOLO,24180689,"ABRAHAM HOPE MEMORIAL COLLEGE 24 AWOYEMI STREET,EJIGBO","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039792,"ABRAHAM INTERNATIONAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IFO,27051594,"ABRAHAM LINCOLNS COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
EBONYI,IKWO,11070002,"ABRAHAM NWACHOR EGBE MEMORIAL SEC SCHOOL, AGUBIA IKWO","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ONDO-EAST,28150290,"ABRAHAM SEEDS ACADEMY, FED. HOUSING ESTATE, IGBA","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,MUSHIN,24161012,"ABRAHAM SEEDS COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25040003,"ABRAHAMS SCHOOL, OF SOLID ACADEMY, ANGWAN TOFA","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,ETHIOPE-EAST,10050196,"ABRAKA GRAMMAR SCHOOL ABRAKA","Junior Secondary",PUBLIC,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32150574,"ABRIMEL HIGHER LIFE INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,SURULERE,24200533,"ABS  COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031222,"ABS ROYAL COLLAGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,NASARAWA,19310012,"ABSA SENIOR JIS ARABIC COLEGE, KANO","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,IDO,30140160,"ABSOLUTE SUCCESS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
AKWA-IBOM,IBENO,3080001,"ABSOLUTE SUCCESS INTERNAIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ADAMAWA,YOLA-SOUTH,2210002,"ABTI ACADEMY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
BAUCHI,TORO,5180588,"ABU ABDURRAHMAN SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
YOBE,POTISKUM,35140181,"ABU BELLO ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
ADAMAWA,MAYO-BELWA,2120236,"ABU DAWUD MEMORIAL JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,WUSHISHI,26250001,"ABU HAMZA MODEL JUNIOR SECONDARY SCHOOL, ZUNGERU","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,GWALE,19180013,"ABU HANIFA SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,GWALE,19180705,"ABU HASHIM COMMUNITY FOUNDATION SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
ZAMFARA,GUSAU,36070007,"ABU HURAIRA GROUP OF SCHOOLS (NUR PRI SEC)","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ISOKAN,29220019,"ABU HURAYRAH COLLEGE, APOMU","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,SABON-GARI,18190281,"ABU HURAYRAH INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
AKWA-IBOM,NSIT-IBOM,3200121,"ABU IVY TECHNICAL COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BOSSO,26050361,"ABU MAHMUD ISLAMIC ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,DALA,19070527,"ABU MUSAL ASHâ€™ARI JUNIOR SECO SCH ","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,BADAGRY,24060294,"ABU SALAM COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
KOGI,LOKOJA,22120548,"ABU UBAYD ISLAMIC SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,KURA,19270221,"ABU USMAN SCIENCE AND TECHNICAL COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,CHANCHAGA,26060658,"ABU- SUFYAN ISLAMIC ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BOSSO,26050007,"ABU-HANNAF INTERNATIONAL SCHOOL TUDUN FULANI","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BIDA,26030004,"ABU-HURAIRAH ISLAMIC INSTITUTE B. C. C. ROAD","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060539,"ABU-HURAIRAH SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
BAUCHI,KATAGUN,5120255,"ABU-KILISHI AL-KUSURI COLLEGE OF ARABIC AND ISLAMIC STUDIES","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,BOSSO,26050009,"ABU-TURAB ISLAMIC SCHOOL  BOSSO MINNA","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,PAIKORO,26190005,"ABUBAKAR DADA SECONDARY SCHOOL PAIKO","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,NASARAWA,19310014,"ABUBAKAR GUMI","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,JOS-NORTH,31050003,"ABUBAKAR GUMI JUNIOR SECONDARY SCHOOL, JOS","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,FUNTUA,20140225,"ABUBAKAR GUMI SCIENCE AND ARTS COLLEGE FUNTUA","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,AGAIE,26010001,"ABUBAKAR III JUNIOR SECODARY SCHOOL SHABA WOSHI KOTA","Junior Secondary",PUBLIC,"JSS ONLY"
KANO,RANO,19320071,"ABUBAKAR ILA AGRICULTURAL ACADEMY YALWA","Junior Secondary",PUBLIC,"JSS AND SSS"
ADAMAWA,MUBI-NORTH,2140003,"ABUBAKAR ISA AHMADU COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KEBBI,DANKO/WASAGU,21090002,"ABUBAKAR RIBAH INSTITUTE OF EDUCATION, RIBAH.","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,SUMAILA,19360002,"ABUBAKAR RIMI ISLAMIC SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,GWALE,19180018,"ABUBAKAR SADDIQ ECCDE PRIMARY&amp;SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,GWALE,19180915,"ABUBAKAR SADIQ ARABIC AND ISLAMIC SECONDARY SCHOOL JAEN","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,SABUWA,20310001,"ABUBAKAR SADIQ CAIS SABUWA, SABUWA","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,DALA,19070459,"ABUBAKAR SADIQ COLLEGE ","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,KUMBOTSO,19250487,"ABUBAKAR SADIQ JUNIOR SECONDARY SCHOOL GAIDA","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,KATSINA-ALA,7090162,"ABUBAKAR SIDDEEQ ACADEMY JUNIOR SCHOOL SECONDARY SCHOOL  HAUSA QUARTERS CEMENTRY LINE","Junior Secondary",PRIVATE,"JSS ONLY"
KEBBI,JEGA,21120004,"ABUBAKAR SIDDIQ JEGA SECONDARY ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
ZAMFARA,TSAFE,36130001,"ABUBAKAR YAHAYA SCHOOL TSAFE","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,NASARAWA,19310640,"ABUBAKAR YUSUF GOVT JUNIOR SEC","Junior Secondary",PUBLIC,"JSS ONLY"
NIGER,GURARA,26090227,"ABUBARKA MAGAJI JOUNIOR SECONDAY SCHOOL ","Junior Secondary",PUBLIC,"JSS ONLY"
RIVERS,AHOADA-WEST,32030004,"ABUCHI HEROS&#39; STEP","Junior Secondary",PRIVATE,"JSS ONLY"
IMO,IHITTE-UBOMA,16070001,"ABUEKE COMMUNITY SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,BAUCHI,5020820,"ABUHURAIRA COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,MUNICIPAL,37061410,"ABUJA CAPITAL INTERNATIONAL COLLEGE  GWARINPA","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37061553,"ABUJA COMPREHENSIVE COLLEGE  NYANYA","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25041941,"ABUJA INTERNATIONAL ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020848,"ABUJA INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25041744,"ABUJA INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020002,"ABUJA STANDARD COLLEGE DUTSE ALHAJI","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,SHIRORO,26220003,"ABUKO INTERNATIONAL SECONDARY SCHOOL,OOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IKORODU,24122460,"ABULE-EKO COMMUNITY JUNIOR GRAMMAR SCHOOL, IJEDE","Junior Secondary",PUBLIC,"JSS ONLY"
KANO,KIRU,19240003,"ABULLAHI IBN ABBAS SENOIR ISLAMIC SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-SOUTH,18100393,"ABUMUTALI INTERNATIONAL MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,JOS-SOUTH,31060646,"ABUNAEEMA PRIVATE SCHOOL BUKURU","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UVWIE,10220026,"ABUNDANCE  SCHOOLS, EFFURUN","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,ETSAKO-WEST,12090244,"ABUNDANCE GROUP OF SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,OLORUNDA,29270204,"ABUNDANCE MODEL COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
ONDO,OKITIPUPA,28140419,"ABUNDANT  LIGHT MEGA ACADEMY (SECONDARY SCHOOL) OKITIPUPA","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IDO-OSI,13080206,"ABUNDANT FAVOUR GROUP OF SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,OWO,28180003,"ABUNDANT GRACE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IFO,27050888,"ABUNDANT GRACE HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,PORT-HARCOURT,32221512,"ABUNDANT GRACE LEARNING ACADEMY/COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,OREDO,12120004,"ABUNDANT GRACE PREPARATORY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KWARA,"ILORIN WEST",23080006,"ABUNDANT GRACE SCHOOLS, OSIN-OKETE ILORIN","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050009,"ABUNDANT LIFE ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050979,"ABUNDANT LIFE ACADEMY JOS","Junior Secondary",PRIVATE,"JSS ONLY"
KOGI,LOKOJA,22120003,"ABUNDANT LIFE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KOGI,KABBA-BUNU,22100002,"ABUNDANT LIFE COLLEGE, KABBA","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,ONA-ARA,30260518,"ABUNDANT MODEL COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,ONA-ARA,30260656,"ABUNDANT MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,OBAFEMI-OWODE,27131135,"ABUNDANT RAIN  SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27031265,"ABUNDANT WISDOM COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IJEBU-NORTH,27080003,"ABUSI ODUMARE ACADEMY","Junior Secondary",PUBLIC,"JSS ONLY"
BENUE,VANDEIKYA,7230003,"ABUTU SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
NASARAWA,DOMA,25030263,"ABUU MEMORIAL ACADEMY  SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,KADUNA-NORTH,18090588,"ABX ACADEMY KADUNA","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OSISIOMA,1110014,"ABZ DIVINE ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IKORODU,24120019,"ABZIM COLLEGE (JNR)","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,IFE-EAST,29130244,"ACADA HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030011,"ACADA SCIENCE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27032088,"ACADA SCIENCE COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,UHUNMWONDE,12180002,"ACADEMIC  DOMAIN  MONTESSORI","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,ILAJE,28100539,"ACADEMIC EXCELLENCE GRAMMAR SCHOOL, AWOYE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AMUWO-ODOFIN,24040015,"ACADEMIC FOUNTAIN SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,UGWUNAGBO,1120003,"ACADEMIC INSIGHT MODEL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,OSHIMILI-NORTH,10140442,"ACADEMIC MAGNET  INTERNATIONAL  SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
KATSINA,FUNTUA,20140003,"ACADEMIC RETURNS SECONDARY SCHOOL FUNTUA","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,KATSINA,20210461,"ACADEMICIAN COMPREHENSIVE SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27051421,"ACADEMY OF PRECIOUS TALENTS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,OLORUNDA,29270210,"ACADEMY OF SUCCESS COMPREHENSIVE COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,ESAN-CENTRAL,12030002,"ACC JUNIOR SECONDARY SCHOOL, IRRUA","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,ALIMOSHO,24039638,"ACCELERATED PROGRESS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24035220,"ACCESS ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
ADAMAWA,YOLA-SOUTH,2210004,"ACCESS ACADEMY LAKARE","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050696,"ACCESS ACADEMY, JOS NORTH","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,IBADAN-SOUTH-WEST,30100122,"ACCESS COLLEGE                                                                                      ","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030012,"ACCESS COLLEGE OTA","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,YEWA-SOUTH,27200360,"ACCESS COMPREHENSIVE COLLEGE, ILARO","Junior Secondary",PRIVATE,"JSS ONLY"
KANO,DALA,19070014,"ACCESS FOUNDATION","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,OLORUNDA,29270549,"ACCESS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,OBAFEMI-OWODE,27130983,"ACCESS INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
